BGPG_1_c0_g1	AT2G03760.1
BGPG_17057_c0_g2	AT1G45976.1
BGPG_17059_c0_g1	AT2G21790.1
BGPG_17060_c0_g4	AT3G14770.1
BGPG_17061_c0_g1	AT4G38980.1
BGPG_17064_c0_g1	AT3G27100.1
BGPG_17066_c0_g1	AT1G06780.1
BGPG_17067_c0_g1	AT1G14790.1
BGPG_17068_c0_g1	AT4G04960.1
BGPG_17070_c0_g1	AT5G25820.1
BGPG_17071_c0_g1	AT5G46860.1
BGPG_17073_c0_g1	AT1G53040.4
BGPG_17074_c0_g1	AT1G52560.1
BGPG_17075_c0_g1	AT5G04980.2
BGPG_17077_c0_g1	AT3G07360.1
BGPG_17080_c0_g1	AT5G05800.5
BGPG_17084_c0_g2	AT3G15480.1
BGPG_17084_c0_g3	AT3G15480.1
BGPG_17085_c0_g2	AT1G15760.1
BGPG_17086_c0_g2	AT2G39000.4
BGPG_17087_c0_g1	AT4G11240.1
BGPG_17088_c1_g3	AT1G67750.1
BGPG_17092_c0_g4	AT3G61780.1
BGPG_17093_c0_g1	AT3G48050.2
BGPG_17093_c1_g1	AT3G48060.2
BGPG_17095_c0_g1	AT5G64560.1
BGPG_17095_c0_g3	AT5G64560.2
BGPG_17096_c0_g2	AT3G23890.2
BGPG_17096_c0_g3	AT3G23890.2
BGPG_17099_c0_g1	AT1G22840.1
BGPG_17100_c1_g1	AT1G46480.1
BGPG_17100_c1_g2	AT1G46480.1
BGPG_17101_c0_g2	AT2G02400.1
BGPG_17102_c0_g2	AT4G35785.1
BGPG_17103_c0_g1	AT1G74720.1
BGPG_17103_c0_g2	AT1G74720.1
BGPG_17105_c0_g1	AT1G25390.2
BGPG_17106_c0_g2	AT2G15760.1
BGPG_17107_c0_g1	AT1G02065.1
BGPG_17109_c0_g1	AT4G37830.1
BGPG_17111_c0_g2	AT1G07930.2
BGPG_17112_c0_g1	AT1G15125.1
BGPG_17112_c0_g2	AT1G15125.1
BGPG_17114_c0_g1	AT1G75020.2
BGPG_17115_c0_g2	AT5G42800.1
BGPG_17116_c0_g1	AT4G01590.3
BGPG_17118_c0_g1	AT2G16090.5
BGPG_17119_c0_g1	AT2G47140.1
BGPG_17123_c0_g3	AT4G27220.1
BGPG_17123_c0_g6	AT4G27220.1
BGPG_17124_c0_g2	AT4G36530.2
BGPG_17125_c0_g1	AT5G66730.1
BGPG_17125_c0_g2	AT5G03150.1
BGPG_17126_c0_g1	AT5G18570.1
BGPG_17126_c1_g1	AT3G51990.1
BGPG_17126_c2_g1	AT3G51990.1
BGPG_17127_c0_g1	AT1G32410.5
BGPG_17128_c0_g1	AT3G29230.1
BGPG_17129_c0_g1	AT2G15980.1
BGPG_17130_c0_g1	AT5G03080.1
BGPG_17131_c0_g1	AT5G66520.1
BGPG_17132_c0_g1	AT2G25320.3
BGPG_17133_c0_g1	AT1G07390.2
BGPG_17134_c0_g2	AT5G06300.1
BGPG_17134_c1_g1	AT5G16760.1
BGPG_17135_c0_g1	AT3G61490.3
BGPG_17138_c0_g1	AT3G04310.2
BGPG_17142_c1_g1	AT3G08890.2
BGPG_17142_c1_g2	AT3G08890.2
BGPG_17143_c0_g2	AT4G20310.9
BGPG_17145_c0_g1	AT2G43950.1
BGPG_17146_c0_g1	AT4G17430.1
BGPG_17150_c0_g1	AT1G68780.1
BGPG_17150_c0_g2	AT1G68780.1
BGPG_17150_c0_g3	AT3G25670.1
BGPG_17151_c0_g1	AT5G13500.3
BGPG_17152_c0_g1	AT2G42750.1
BGPG_17153_c0_g1	AT5G53110.1
BGPG_17155_c0_g1	AT3G11910.4
BGPG_17156_c0_g1	AT5G50860.2
BGPG_17158_c0_g1	AT3G48060.3
BGPG_17158_c0_g2	AT3G48060.2
BGPG_17160_c0_g1	AT5G42240.1
BGPG_17161_c0_g1	AT3G14190.2
BGPG_17162_c0_g1	AT4G20280.1
BGPG_17163_c1_g2	AT5G35430.1
BGPG_17164_c0_g1	AT2G15690.1
BGPG_17165_c0_g1	AT3G45050.4
BGPG_17167_c1_g1	AT4G14200.1
BGPG_17168_c0_g2	AT5G64580.1
BGPG_17170_c0_g1	AT3G61440.1
BGPG_17171_c0_g1	AT2G22260.5
BGPG_17172_c0_g1	AT2G22250.1
BGPG_17172_c0_g2	AT2G22250.3
BGPG_17173_c0_g1	AT5G15530.1
BGPG_17174_c0_g1	AT2G01210.1
BGPG_17176_c1_g2	AT2G17120.1
BGPG_17178_c0_g2	AT2G22500.1
BGPG_17179_c0_g1	AT1G72160.1
BGPG_17180_c0_g1	AT5G59580.1
BGPG_17181_c0_g1	AT3G09970.1
BGPG_17181_c0_g2	AT3G09970.2
BGPG_17182_c0_g2	AT1G75980.1
BGPG_17184_c0_g1	AT3G10490.1
BGPG_17186_c0_g1	AT5G17980.1
BGPG_17188_c0_g2	AT4G35860.1
BGPG_17189_c0_g1	AT5G03040.3
BGPG_1719_c0_g1	AT4G07390.2
BGPG_17190_c0_g2	AT4G32272.1
BGPG_17191_c0_g2	AT1G48860.1
BGPG_17192_c0_g4	AT2G25470.3
BGPG_17193_c0_g1	AT2G24170.1
BGPG_17195_c0_g1	AT3G05290.1
BGPG_17196_c0_g1	AT3G03120.1
BGPG_17197_c0_g1	AT3G26600.1
BGPG_17198_c0_g2	AT1G77460.4
BGPG_17199_c0_g2	AT5G61910.4
BGPG_17200_c0_g2	AT4G29000.1
BGPG_17201_c0_g2	AT2G41890.1
BGPG_17202_c0_g1	AT5G66520.1
BGPG_17203_c0_g1	AT1G17665.1
BGPG_17203_c0_g3	AT1G17665.1
BGPG_17204_c0_g2	AT3G29270.2
BGPG_17206_c1_g1	AT5G52850.1
BGPG_17206_c1_g3	AT5G52850.1
BGPG_17207_c0_g2	AT1G19250.1
BGPG_17209_c0_g3	AT1G12790.1
BGPG_17211_c0_g3	AT4G12440.3
BGPG_17212_c0_g1	AT1G76730.1
BGPG_17215_c0_g1	AT1G07040.1
BGPG_17215_c1_g2	AT1G11380.1
BGPG_17216_c1_g1	AT2G38740.1
BGPG_17217_c0_g1	AT5G13720.1
BGPG_17219_c0_g1	AT2G21620.2
BGPG_1722_c0_g2	AT1G64760.2
BGPG_17220_c0_g2	AT5G47070.1
BGPG_17221_c0_g2	AT2G28250.6
BGPG_17222_c0_g1	AT5G57040.1
BGPG_17223_c0_g1	AT4G38100.1
BGPG_17225_c0_g1	AT1G44414.1
BGPG_17226_c0_g2	AT1G78560.1
BGPG_17227_c0_g1	AT3G18930.3
BGPG_17231_c0_g1	AT5G13260.1
BGPG_17233_c0_g1	AT1G80070.1
BGPG_17233_c1_g1	AT1G29690.1
BGPG_17234_c0_g1	AT4G02750.1
BGPG_17234_c0_g2	AT4G18750.1
BGPG_17235_c0_g1	AT1G50180.1
BGPG_17235_c0_g3	AT1G50180.1
BGPG_17237_c1_g4	AT1G06920.1
BGPG_17238_c0_g1	AT3G06240.1
BGPG_17241_c0_g1	AT1G22360.1
BGPG_17241_c0_g3	AT1G22360.1
BGPG_17242_c0_g1	AT1G19130.1
BGPG_17243_c0_g1	AT5G63020.1
BGPG_17243_c0_g2	AT1G63350.4
BGPG_17244_c0_g2	AT5G48740.1
BGPG_17247_c0_g1	AT3G19010.4
BGPG_17248_c0_g1	AT1G53025.1
BGPG_1725_c0_g1	AT5G40940.1
BGPG_17250_c0_g1	AT5G48470.1
BGPG_17251_c0_g2	AT5G63060.2
BGPG_17252_c1_g1	AT2G36950.1
BGPG_17253_c0_g2	AT4G36830.1
BGPG_17253_c0_g3	AT4G36830.1
BGPG_17254_c0_g2	AT2G21790.1
BGPG_17256_c0_g1	AT3G55700.1
BGPG_17257_c0_g1	AT3G25440.2
BGPG_17259_c0_g1	AT2G16770.2
BGPG_17260_c0_g1	AT1G09040.1
BGPG_17260_c0_g2	AT1G09040.1
BGPG_17261_c0_g1	AT3G07160.3
BGPG_17262_c0_g2	AT3G18940.1
BGPG_17263_c0_g1	AT5G65250.1
BGPG_17265_c0_g1	AT5G52430.1
BGPG_17265_c0_g2	AT5G52430.1
BGPG_17266_c0_g1	AT2G18950.1
BGPG_17267_c1_g2	AT2G38730.1
BGPG_17268_c0_g1	AT2G23360.1
BGPG_17270_c0_g1	AT3G20250.3
BGPG_17271_c0_g1	AT3G54460.1
BGPG_17273_c0_g1	AT2G40090.1
BGPG_17275_c0_g1	AT1G68370.1
BGPG_17276_c0_g1	AT3G28050.1
BGPG_17277_c0_g1	AT5G06860.1
BGPG_17277_c1_g1	AT1G26300.1
BGPG_17278_c0_g1	AT5G51970.2
BGPG_17279_c0_g1	AT2G46470.1
BGPG_17280_c0_g4	AT3G50520.1
BGPG_17281_c0_g1	AT1G55020.1
BGPG_17281_c0_g4	AT1G55020.1
BGPG_17284_c0_g1	AT2G39580.2
BGPG_17284_c0_g2	AT2G39580.1
BGPG_17284_c0_g3	AT2G39580.2
BGPG_17285_c0_g1	AT3G55740.1
BGPG_17286_c0_g1	AT5G49660.1
BGPG_17287_c1_g3	AT5G57670.2
BGPG_17289_c0_g3	AT2G32230.2
BGPG_17290_c1_g1	AT5G23240.1
BGPG_17292_c0_g1	AT4G28940.1
BGPG_17294_c0_g1	AT4G02590.3
BGPG_17294_c1_g1	AT1G55890.1
BGPG_17295_c0_g1	AT1G79590.2
BGPG_17296_c0_g1	AT2G23140.1
BGPG_17297_c0_g1	AT5G05690.1
BGPG_17299_c1_g2	AT5G52880.1
BGPG_173_c0_g2	AT1G67440.2
BGPG_17300_c0_g1	AT3G47460.2
BGPG_17301_c0_g1	AT2G37770.2
BGPG_17302_c0_g1	AT5G39850.1
BGPG_17305_c0_g1	AT2G40760.1
BGPG_17306_c1_g3	AT3G07565.1
BGPG_17307_c0_g1	AT1G26480.1
BGPG_17308_c0_g1	AT5G62390.1
BGPG_17308_c0_g3	AT5G62390.1
BGPG_17310_c0_g1	AT5G07900.1
BGPG_17311_c1_g1	AT1G14000.1
BGPG_17312_c1_g1	AT3G25110.1
BGPG_17313_c0_g1	AT5G01410.2
BGPG_17314_c0_g1	AT5G34850.1
BGPG_17315_c0_g1	AT3G52590.1
BGPG_17316_c0_g1	AT1G71340.1
BGPG_17317_c0_g2	AT5G48810.1
BGPG_17319_c0_g2	AT3G57190.1
BGPG_1732_c0_g1	AT1G59890.2
BGPG_17320_c0_g1	AT3G23400.1
BGPG_17322_c0_g1	AT1G03890.1
BGPG_17322_c0_g2	AT2G29420.1
BGPG_17323_c0_g1	AT2G30660.2
BGPG_17324_c0_g1	AT2G33760.1
BGPG_17324_c1_g1	AT1G04970.1
BGPG_17325_c0_g1	AT4G03430.3
BGPG_17326_c0_g1	AT1G72050.1
BGPG_17327_c0_g2	AT3G24800.1
BGPG_17327_c0_g3	AT3G24800.1
BGPG_17328_c0_g1	AT3G19870.1
BGPG_17329_c0_g1	AT3G23490.2
BGPG_17330_c0_g1	AT3G07020.1
BGPG_17331_c0_g3	AT4G31550.1
BGPG_17331_c0_g4	AT4G24240.1
BGPG_17331_c0_g5	AT4G24240.1
BGPG_17332_c0_g2	AT1G78910.1
BGPG_17334_c0_g1	AT2G13690.1
BGPG_17334_c0_g2	AT2G13690.1
BGPG_17337_c0_g1	AT5G22380.1
BGPG_17339_c0_g1	AT1G25540.1
BGPG_17340_c0_g1	AT5G12080.3
BGPG_17341_c1_g2	AT1G12440.3
BGPG_17341_c2_g1	AT1G12440.3
BGPG_17343_c0_g1	AT3G55530.1
BGPG_17344_c0_g1	AT5G53530.1
BGPG_17345_c0_g1	AT2G40890.1
BGPG_17348_c0_g1	AT1G22310.1
BGPG_17351_c0_g1	AT4G30700.1
BGPG_17352_c0_g1	AT4G13420.1
BGPG_17353_c0_g1	AT2G05790.1
BGPG_17356_c0_g1	AT3G62900.3
BGPG_17359_c0_g1	AT5G25930.1
BGPG_1736_c0_g1	AT5G14640.2
BGPG_17360_c0_g2	AT4G01580.1
BGPG_17360_c0_g3	AT1G49475.1
BGPG_17361_c0_g1	AT3G60190.1
BGPG_17362_c0_g1	AT5G50100.1
BGPG_17363_c0_g1	AT2G34400.1
BGPG_17364_c0_g1	AT5G20610.1
BGPG_17365_c0_g2	AT3G15900.1
BGPG_17365_c0_g3	AT3G15900.1
BGPG_17366_c0_g1	AT2G46600.1
BGPG_17367_c0_g2	AT4G27700.1
BGPG_17369_c0_g1	AT5G14170.1
BGPG_17370_c0_g2	AT2G22400.1
BGPG_17371_c0_g1	AT3G12390.1
BGPG_17371_c0_g4	AT1G73400.1
BGPG_17373_c0_g1	AT3G13480.2
BGPG_17373_c0_g2	AT4G04220.1
BGPG_17373_c1_g1	AT4G04220.1
BGPG_17375_c0_g1	AT5G07050.1
BGPG_17376_c0_g1	AT1G50000.4
BGPG_17377_c0_g1	AT4G08850.1
BGPG_17378_c0_g1	AT2G22570.1
BGPG_17381_c0_g1	AT1G02065.2
BGPG_17382_c0_g1	AT1G24100.1
BGPG_17383_c1_g2	AT5G42920.2
BGPG_17384_c0_g1	AT1G19910.1
BGPG_17385_c0_g1	AT4G00820.1
BGPG_17386_c0_g1	AT2G25737.1
BGPG_17388_c1_g1	AT1G63930.1
BGPG_17389_c0_g1	AT1G08820.5
BGPG_17390_c1_g2	AT2G23780.3
BGPG_17391_c0_g1	AT1G77510.1
BGPG_17392_c0_g2	AT5G22280.1
BGPG_17392_c0_g3	AT5G22280.1
BGPG_17394_c0_g1	AT2G40890.1
BGPG_17395_c0_g1	AT2G37730.1
BGPG_17396_c1_g1	AT5G63480.2
BGPG_17397_c0_g1	AT2G39990.1
BGPG_17398_c0_g2	AT3G58110.2
BGPG_17398_c0_g3	AT3G58110.2
BGPG_17399_c0_g2	AT3G50530.1
BGPG_17399_c0_g3	AT3G50530.1
BGPG_17400_c0_g1	AT5G61530.1
BGPG_17400_c0_g2	AT2G28260.1
BGPG_17400_c1_g1	AT1G73350.2
BGPG_17401_c0_g3	AT4G27290.2
BGPG_17401_c0_g4	AT4G21390.1
BGPG_17402_c0_g1	AT5G51350.1
BGPG_17402_c0_g2	AT5G51350.1
BGPG_17404_c0_g1	AT4G02750.1
BGPG_17407_c0_g1	AT4G33400.1
BGPG_17408_c0_g1	AT1G74350.1
BGPG_17409_c0_g1	AT1G21760.1
BGPG_17410_c0_g1	AT3G19640.1
BGPG_17413_c0_g1	AT1G54850.1
BGPG_17413_c0_g2	AT1G54850.1
BGPG_17415_c0_g2	AT4G35260.1
BGPG_17420_c0_g1	AT3G48100.1
BGPG_17422_c0_g1	AT2G33410.1
BGPG_17423_c0_g1	AT5G52450.1
BGPG_17424_c0_g2	AT5G62300.2
BGPG_17426_c0_g1	AT1G58450.1
BGPG_17428_c0_g2	AT5G35550.2
BGPG_17429_c0_g1	AT1G64550.1
BGPG_17430_c0_g1	AT1G60660.1
BGPG_17431_c0_g1	AT3G46000.1
BGPG_17431_c0_g3	AT5G59880.1
BGPG_17432_c0_g1	AT5G23490.4
BGPG_17433_c0_g1	AT3G25900.1
BGPG_17433_c0_g2	AT3G26710.1
BGPG_17434_c0_g1	AT4G10780.2
BGPG_17435_c0_g1	AT5G66390.1
BGPG_17439_c0_g1	AT2G29120.1
BGPG_17441_c0_g1	AT3G29830.2
BGPG_17442_c0_g1	AT1G75220.1
BGPG_17443_c0_g1	AT5G36120.1
BGPG_17443_c1_g2	AT1G18560.1
BGPG_17443_c1_g3	AT5G35220.1
BGPG_17444_c0_g1	AT1G08800.4
BGPG_17445_c0_g2	AT5G61230.1
BGPG_17446_c1_g1	AT2G39970.1
BGPG_17447_c0_g1	AT1G76390.2
BGPG_17448_c2_g1	AT1G70600.1
BGPG_17449_c0_g1	AT1G08810.1
BGPG_1745_c0_g1	AT3G24605.1
BGPG_17450_c0_g2	AT1G26110.1
BGPG_17450_c1_g1	AT5G23330.1
BGPG_17451_c0_g1	AT3G09230.1
BGPG_17452_c1_g1	AT3G23580.1
BGPG_17454_c0_g2	AT2G33320.1
BGPG_17456_c0_g1	AT3G15800.1
BGPG_17457_c0_g2	AT3G13770.1
BGPG_17458_c0_g2	AT3G27870.2
BGPG_17458_c1_g1	AT3G27870.2
BGPG_17460_c0_g2	AT5G52230.3
BGPG_17461_c0_g2	AT1G58030.1
BGPG_17463_c0_g1	AT5G02800.1
BGPG_17465_c0_g3	AT5G44635.1
BGPG_17465_c0_g4	AT5G44635.1
BGPG_17467_c0_g1	AT2G02220.1
BGPG_17469_c0_g2	AT3G55550.1
BGPG_17470_c1_g2	AT1G10630.2
BGPG_17470_c1_g3	AT5G14670.3
BGPG_17471_c0_g1	AT3G06760.1
BGPG_17472_c0_g1	AT4G29380.1
BGPG_17474_c0_g2	AT5G03610.1
BGPG_17474_c1_g1	AT4G11130.1
BGPG_17475_c1_g1	AT5G28040.2
BGPG_17476_c0_g1	AT1G63100.2
BGPG_17477_c0_g2	AT5G57230.2
BGPG_17478_c0_g1	AT3G51040.3
BGPG_17480_c0_g1	AT5G43790.1
BGPG_17481_c0_g2	AT2G04780.2
BGPG_17481_c0_g3	AT2G04780.2
BGPG_17482_c0_g2	AT5G59810.1
BGPG_17483_c0_g2	AT5G11390.1
BGPG_17484_c0_g2	AT2G04480.1
BGPG_17485_c0_g1	AT5G61430.1
BGPG_17485_c0_g3	AT5G61430.1
BGPG_17486_c0_g1	AT1G80900.2
BGPG_17487_c0_g1	AT4G22758.2
BGPG_17488_c0_g2	AT3G13790.1
BGPG_17490_c0_g1	AT1G09812.1
BGPG_17491_c0_g1	AT3G21330.1
BGPG_17491_c0_g2	AT3G21330.1
BGPG_17492_c0_g1	AT1G27210.1
BGPG_17492_c0_g3	AT1G27210.1
BGPG_17493_c0_g1	AT3G07650.4
BGPG_17494_c0_g1	AT4G34910.1
BGPG_17497_c0_g2	AT1G64625.4
BGPG_17497_c0_g4	AT2G27230.2
BGPG_17498_c0_g2	AT2G46170.1
BGPG_17499_c0_g1	AT3G16170.1
BGPG_175_c0_g2	AT3G13320.1
BGPG_17500_c1_g2	AT3G05350.1
BGPG_17501_c0_g1	AT2G28050.1
BGPG_17502_c0_g2	AT5G10330.2
BGPG_17503_c0_g1	AT1G56260.2
BGPG_17504_c0_g1	AT1G25570.1
BGPG_17505_c1_g1	AT3G10260.3
BGPG_17506_c0_g1	AT2G41450.2
BGPG_17507_c0_g1	AT4G23160.3
BGPG_17508_c0_g1	AT3G12270.1
BGPG_17508_c0_g2	AT3G12270.1
BGPG_17509_c0_g2	AT5G18700.1
BGPG_17510_c0_g1	AT1G65380.1
BGPG_17511_c0_g1	AT1G61720.1
BGPG_17512_c0_g2	AT5G39400.1
BGPG_17514_c0_g1	AT5G64840.1
BGPG_17515_c0_g1	AT5G22620.4
BGPG_17516_c0_g1	AT5G54850.1
BGPG_17517_c1_g1	AT2G43940.1
BGPG_17520_c0_g1	AT5G67270.1
BGPG_17521_c0_g3	AT1G52155.1
BGPG_17522_c0_g1	AT2G24130.2
BGPG_17522_c0_g3	AT4G28650.1
BGPG_17523_c0_g1	AT2G35500.1
BGPG_17525_c0_g1	AT3G21175.2
BGPG_17526_c0_g1	AT3G28720.1
BGPG_17527_c0_g3	AT1G02260.2
BGPG_17528_c0_g1	AT5G20420.1
BGPG_17529_c0_g2	AT2G47170.3
BGPG_1753_c0_g1	AT5G16390.2
BGPG_17530_c0_g1	AT5G57900.1
BGPG_17531_c0_g1	AT4G25030.2
BGPG_17533_c0_g3	AT4G26180.1
BGPG_17534_c0_g1	AT3G24490.1
BGPG_17536_c0_g1	AT2G40540.5
BGPG_17537_c0_g1	AT1G75710.1
BGPG_17538_c0_g1	AT2G37650.1
BGPG_17539_c0_g4	AT5G20850.1
BGPG_17540_c0_g4	AT1G69600.1
BGPG_17541_c1_g2	AT3G24050.1
BGPG_17541_c1_g3	AT3G24050.1
BGPG_17542_c0_g2	AT4G09800.1
BGPG_17543_c0_g1	AT3G09390.2
BGPG_17544_c0_g1	AT3G03770.3
BGPG_17545_c0_g2	AT1G53390.1
BGPG_17547_c0_g1	AT1G78690.5
BGPG_17551_c0_g3	AT2G38020.1
BGPG_17552_c0_g1	AT3G16200.1
BGPG_17552_c0_g2	AT3G16200.1
BGPG_17553_c0_g1	AT5G40330.1
BGPG_17554_c0_g1	AT1G77120.1
BGPG_17554_c0_g2	AT1G77120.1
BGPG_17555_c0_g2	AT2G44740.1
BGPG_17555_c0_g3	AT3G63120.2
BGPG_17556_c0_g1	AT1G05430.1
BGPG_17557_c0_g1	AT4G02550.5
BGPG_17557_c0_g3	AT4G02550.4
BGPG_17558_c1_g1	AT2G36305.1
BGPG_17560_c0_g1	AT2G30520.1
BGPG_17561_c0_g1	AT1G52280.1
BGPG_17562_c0_g1	AT5G05340.1
BGPG_17562_c0_g2	AT1G44970.1
BGPG_17563_c0_g1	AT5G04310.3
BGPG_17564_c0_g1	AT5G11970.1
BGPG_17566_c0_g2	AT5G04800.4
BGPG_17567_c0_g3	AT2G01210.1
BGPG_17568_c0_g2	AT1G73880.1
BGPG_17569_c0_g1	AT4G14110.1
BGPG_17572_c0_g1	AT1G53660.4
BGPG_17573_c0_g1	AT1G15870.1
BGPG_17574_c0_g1	AT3G08640.1
BGPG_17575_c0_g2	AT1G65440.3
BGPG_17576_c0_g1	AT1G30090.1
BGPG_17577_c0_g1	AT1G21700.1
BGPG_17578_c0_g1	AT5G20190.1
BGPG_17580_c0_g1	AT2G44480.3
BGPG_17583_c0_g1	AT2G40800.2
BGPG_17584_c0_g1	AT1G54150.1
BGPG_17585_c0_g4	AT4G17600.1
BGPG_17586_c0_g1	AT1G33500.3
BGPG_17587_c0_g3	AT5G27700.1
BGPG_17589_c0_g1	AT2G40435.1
BGPG_17589_c0_g2	AT2G40435.1
BGPG_17590_c0_g1	AT1G08070.1
BGPG_17591_c0_g3	AT2G37670.1
BGPG_17591_c0_g5	AT2G37670.1
BGPG_17592_c0_g1	AT4G28100.1
BGPG_17593_c0_g1	AT2G17760.1
BGPG_17595_c0_g1	AT4G00755.2
BGPG_17596_c0_g1	AT2G28720.1
BGPG_17597_c0_g2	AT4G18100.1
BGPG_17599_c0_g1	AT5G55600.3
BGPG_17600_c0_g1	AT1G55090.1
BGPG_17602_c0_g1	AT5G53280.1
BGPG_17603_c0_g1	AT3G55140.1
BGPG_17605_c0_g1	AT2G27110.2
BGPG_17606_c0_g2	AT5G65840.1
BGPG_17607_c0_g1	AT5G56590.1
BGPG_17608_c0_g2	AT4G17550.1
BGPG_17609_c0_g1	AT2G41070.5
BGPG_17612_c0_g1	AT1G25500.3
BGPG_17613_c0_g1	AT5G20500.1
BGPG_17614_c0_g1	AT3G22670.1
BGPG_17614_c0_g2	AT3G22670.1
BGPG_17615_c0_g1	AT4G36720.1
BGPG_17616_c0_g1	AT2G22610.1
BGPG_17617_c0_g1	AT3G05290.1
BGPG_17618_c0_g1	ATMG00290.1
BGPG_17620_c0_g1	AT2G22410.1
BGPG_17622_c0_g1	AT4G32480.1
BGPG_17623_c0_g1	AT2G44270.1
BGPG_17624_c0_g1	AT3G16060.1
BGPG_17626_c0_g2	AT5G45900.1
BGPG_17628_c0_g2	AT1G28380.1
BGPG_17629_c0_g1	AT1G01630.1
BGPG_17630_c0_g2	AT4G16630.1
BGPG_17631_c0_g1	AT4G34270.1
BGPG_17632_c0_g1	AT4G39700.1
BGPG_17633_c0_g1	AT5G18570.1
BGPG_17636_c0_g2	AT5G20620.2
BGPG_17638_c0_g1	AT1G07080.1
BGPG_17638_c1_g1	AT1G68160.1
BGPG_17639_c0_g1	AT1G67690.1
BGPG_17640_c0_g1	AT1G78570.1
BGPG_17641_c0_g1	AT4G37030.1
BGPG_17642_c0_g1	AT5G37478.1
BGPG_17643_c0_g1	AT1G71720.2
BGPG_17644_c0_g1	AT5G52950.1
BGPG_17645_c0_g1	AT1G07160.1
BGPG_17646_c0_g1	AT2G18040.1
BGPG_17648_c1_g2	AT5G54130.2
BGPG_17648_c1_g3	AT5G54130.4
BGPG_17651_c0_g2	AT2G44740.1
BGPG_17652_c0_g2	AT1G09140.3
BGPG_17654_c0_g2	AT1G53580.1
BGPG_17654_c0_g4	AT1G53580.1
BGPG_17654_c1_g1	AT1G53580.1
BGPG_17655_c0_g2	AT4G10770.1
BGPG_17656_c0_g1	AT5G12240.2
BGPG_17658_c0_g2	AT3G18580.1
BGPG_17660_c0_g1	AT4G30950.1
BGPG_17661_c0_g1	AT3G24740.6
BGPG_17662_c0_g1	AT4G22390.2
BGPG_17665_c0_g1	AT1G21450.1
BGPG_17666_c0_g1	AT4G10925.5
BGPG_17667_c0_g1	AT3G42170.1
BGPG_17668_c0_g1	AT1G65295.1
BGPG_17670_c0_g1	AT1G71190.1
BGPG_17672_c0_g3	AT3G09740.1
BGPG_17675_c0_g1	AT5G09760.2
BGPG_17676_c0_g1	AT3G16260.1
BGPG_17677_c0_g1	AT5G60440.1
BGPG_17679_c0_g2	AT1G58420.1
BGPG_17680_c0_g2	AT5G15350.1
BGPG_17681_c0_g1	AT3G46630.1
BGPG_17682_c0_g2	AT5G17840.1
BGPG_17684_c0_g2	AT1G15880.1
BGPG_17686_c0_g1	AT1G11360.4
BGPG_17686_c0_g2	AT1G11360.4
BGPG_17687_c0_g1	AT2G01410.1
BGPG_17687_c1_g1	AT2G01400.2
BGPG_17687_c1_g4	AT2G01400.2
BGPG_17689_c0_g1	AT4G00460.4
BGPG_17690_c1_g1	AT1G26810.2
BGPG_17691_c0_g2	AT3G50430.1
BGPG_17693_c0_g1	AT2G34470.1
BGPG_17694_c0_g3	AT3G58030.4
BGPG_17696_c0_g1	AT4G21800.2
BGPG_17698_c0_g7	AT5G54240.1
BGPG_17699_c0_g1	AT3G51790.1
BGPG_17700_c0_g1	AT2G46020.4
BGPG_17705_c0_g2	AT1G27660.1
BGPG_17707_c0_g2	AT1G07400.1
BGPG_17708_c0_g1	AT5G03720.2
BGPG_17710_c0_g1	AT1G44770.1
BGPG_17711_c0_g1	AT4G36990.1
BGPG_17712_c0_g1	AT1G70760.1
BGPG_17712_c0_g2	AT1G70760.1
BGPG_17713_c0_g1	AT2G24220.2
BGPG_17715_c0_g1	AT2G45510.1
BGPG_17715_c0_g2	AT2G45510.1
BGPG_17716_c1_g1	AT3G13740.4
BGPG_17718_c0_g2	AT3G25430.1
BGPG_17719_c0_g1	AT2G15000.3
BGPG_17722_c0_g1	AT4G10790.1
BGPG_17722_c0_g2	AT2G34700.1
BGPG_17722_c0_g4	AT2G34700.1
BGPG_17723_c0_g1	AT4G33350.1
BGPG_17724_c1_g1	AT1G77710.1
BGPG_17729_c0_g3	AT5G15280.1
BGPG_17731_c0_g1	AT4G03600.1
BGPG_17731_c0_g2	AT4G03600.1
BGPG_17732_c0_g1	AT2G38470.1
BGPG_17732_c0_g3	AT2G38470.1
BGPG_17733_c0_g1	AT5G57130.1
BGPG_17733_c0_g2	AT4G29920.1
BGPG_17735_c0_g2	AT1G49740.1
BGPG_17737_c0_g2	AT1G76360.1
BGPG_17738_c0_g1	AT4G13250.2
BGPG_17738_c0_g2	AT4G13250.2
BGPG_17739_c0_g1	AT1G71950.1
BGPG_17740_c0_g1	AT4G29780.1
BGPG_17742_c0_g1	AT4G16100.1
BGPG_17743_c0_g1	AT3G02875.1
BGPG_17744_c0_g1	AT1G78620.1
BGPG_17747_c1_g1	AT5G22220.2
BGPG_17747_c2_g3	AT2G36010.3
BGPG_17748_c0_g1	AT5G20190.1
BGPG_17748_c0_g2	AT5G20190.1
BGPG_17749_c0_g1	AT2G35940.3
BGPG_17750_c0_g3	AT3G01140.2
BGPG_17754_c0_g1	AT3G26330.1
BGPG_17755_c0_g1	AT4G24610.1
BGPG_17756_c0_g2	AT5G64430.1
BGPG_17757_c1_g2	AT2G11520.1
BGPG_17758_c0_g1	AT5G52290.1
BGPG_1776_c0_g1	AT5G09330.5
